depression,welfare,ibf,lm,gd,other,age,female,educ_m,white,foo_income,ftransition,ytogether
2.625,1,0,0,0,1,24,1,some college,0,0 to 20K,13,NA
1.375,1,1,0,0,0,35,1,below hs,1,20 to 40K,0,NA
2.375,1,0,0,0,1,24,1,hs,1,40 to 75K,0,NA
2.75,1,0,0,0,1,23,1,below hs,0,0 to 20K,0,NA
1.375,0,1,0,0,0,19,0,below hs,0,20 to 40K,0,NA
2.285714388,0,1,0,0,0,38,0,college and above,1,40 to 75K,0,NA
2.5,0,0,1,0,0,27,1,college and above,1,0 to 20K,3,0
1.625,0,0,0,0,1,37,0,hs,1,0 to 20K,1,NA
2.125,1,0,0,0,1,24,1,hs,0,NA,0,NA
1.75,1,0,0,0,1,37,1,some college,1,20 to 40K,2,NA
2.125,1,0,0,0,1,20,1,hs,1,NA,3,NA
NA,NA,0,0,0,1,34,1,NA,1,NA,0,NA
1.75,0,0,0,0,1,29,1,hs,0,NA,0,NA
2.25,0,0,0,0,1,21,0,hs,0,20 to 40K,0,NA
2.25,0,1,0,0,0,24,1,college and above,1,100 to 150K,0,NA
2.125,1,0,0,0,1,19,1,below hs,0,0 to 20K,0,NA
2.375,0,0,0,1,0,30,0,some college,0,20 to 40K,4,0
2.375,0,0,0,0,1,29,1,some college,1,0 to 20K,3,NA
3,1,0,0,0,1,24,1,some college,0,0 to 20K,13,NA
1.375,1,0,0,0,1,39,1,hs,0,NA,11,NA
2,0,0,0,0,1,26,1,hs,0,NA,0,NA
1.75,0,0,0,0,1,31,1,college and above,1,NA,0,NA
1.125,0,1,0,0,0,29,0,some college,1,40 to 75K,0,NA
1,1,1,0,0,0,20,1,hs,1,20 to 40K,0,NA
1.375,0,1,0,0,0,29,0,some college,1,75 to 100K,0,NA
2.125,0,0,0,0,1,33,1,some college,1,20 to 40K,0,NA
1,0,1,0,0,0,23,1,hs,1,40 to 75K,0,NA
2.25,0,1,0,0,0,28,1,some college,1,NA,0,NA
2,0,0,0,0,1,20,0,some college,1,20 to 40K,1,NA
1.25,0,0,0,0,1,22,1,NA,0,20 to 40K,8,NA
3,0,0,0,0,1,26,1,some college,1,40 to 75K,10,NA
2.375,1,1,0,0,0,20,0,below hs,0,20 to 40K,0,NA
1.125,0,1,0,0,0,34,1,college and above,1,75 to 100K,0,NA
1.375,0,0,0,0,1,31,1,some college,1,20 to 40K,0,NA
2.375,0,0,0,0,1,23,1,some college,0,20 to 40K,3,NA
1.125,0,0,0,0,1,19,0,below hs,0,20 to 40K,3,NA
2.5,1,0,0,0,1,24,1,some college,0,NA,6,NA
3,0,0,0,0,1,22,1,NA,0,NA,7,NA
1.625,0,0,0,0,1,18,1,some college,0,20 to 40K,8,NA
2.25,0,0,0,0,1,26,1,hs,1,40 to 75K,2,NA
1.625,1,0,0,0,1,37,1,NA,0,NA,0,NA
2.125,0,1,0,0,0,32,1,some college,0,20 to 40K,0,NA
1,1,1,0,0,0,35,1,some college,0,0 to 20K,0,NA
2.625,0,0,0,0,1,39,1,some college,1,40 to 75K,0,NA
2.75,0,0,0,1,0,20,1,some college,1,20 to 40K,15,3
3.625,1,0,1,0,0,38,0,NA,0,0 to 20K,10,0
2.25,0,0,0,0,1,23,0,NA,0,NA,1,NA
1.75,0,1,0,0,0,22,1,college and above,1,150 to 200K,0,NA
2.5,0,1,0,0,0,39,1,some college,1,100 to 150K,0,NA
2,0,0,0,0,1,20,0,some college,1,20 to 40K,4,NA
1.25,0,1,0,0,0,33,0,college and above,0,100 to 150K,0,NA
1.571428537,0,0,0,0,1,30,0,below hs,0,0 to 20K,5,NA
1.75,1,0,0,0,1,22,1,college and above,1,0 to 20K,0,NA
1.25,0,0,0,0,1,32,0,some college,0,20 to 40K,0,NA
2.375,0,0,0,0,1,34,1,NA,0,NA,0,NA
1.75,1,0,0,0,1,34,1,below hs,0,NA,3,NA
1.375,0,1,0,0,0,25,1,college and above,1,40 to 75K,0,NA
1.25,0,0,0,0,1,19,0,below hs,0,NA,0,NA
2.25,1,0,0,0,1,28,1,below hs,1,75 to 100K,8,NA
1.125,0,0,0,0,1,28,1,some college,1,75 to 100K,3,NA
1.875,1,1,0,0,0,24,1,hs,0,40 to 75K,0,NA
2.375,1,0,0,0,1,37,0,NA,0,0 to 20K,2,NA
3.5,1,0,0,0,1,22,1,NA,0,20 to 40K,0,NA
1.5,1,0,0,0,1,21,1,college and above,0,40 to 75K,0,NA
2,0,0,0,0,1,31,1,hs,1,0 to 20K,0,NA
2.375,0,0,0,0,1,19,0,NA,0,NA,8,NA
2.25,0,0,0,0,1,39,0,below hs,0,NA,0,NA
3.375,1,0,1,0,0,22,1,NA,0,NA,7,0
1.75,0,1,0,0,0,25,1,hs,1,75 to 100K,0,NA
1.5,0,1,0,0,0,29,1,some college,1,40 to 75K,0,NA
2,1,0,0,0,1,25,1,some college,0,0 to 20K,1,NA
1.25,0,0,0,0,1,37,0,hs,1,20 to 40K,4,NA
2,0,1,0,0,0,27,1,hs,1,40 to 75K,0,NA
2.125,0,0,0,0,1,37,1,NA,1,0 to 20K,8,NA
2,0,0,1,0,0,29,1,college and above,1,20 to 40K,1,0
2.5,1,0,1,0,0,18,1,some college,0,20 to 40K,14,0
1.625,0,1,0,0,0,26,1,hs,1,40 to 75K,0,NA
2.875,1,1,0,0,0,26,1,below hs,0,40 to 75K,0,NA
3.75,0,1,0,0,0,33,0,below hs,1,20 to 40K,0,NA
3.375,0,0,0,0,1,22,1,below hs,0,NA,0,NA
1.875,0,0,0,0,1,29,1,some college,1,20 to 40K,1,NA
NA,NA,0,0,1,0,24,1,NA,1,NA,0,0
1.375,0,0,0,0,1,21,1,some college,1,NA,2,NA
1.75,0,1,0,0,0,27,0,some college,1,100 to 150K,0,NA
2.375,1,0,0,0,1,20,1,hs,0,0 to 20K,0,NA
1.25,0,0,0,0,1,18,0,hs,0,20 to 40K,2,NA
2,NA,0,0,0,1,27,1,some college,0,40 to 75K,0,NA
4,1,0,0,0,1,33,1,some college,1,NA,6,NA
3.125,1,0,0,0,1,34,1,college and above,1,75 to 100K,5,NA
2.375,1,0,0,0,1,37,1,some college,1,NA,2,NA
1.625,1,0,0,0,1,22,0,below hs,1,NA,0,NA
1.75,0,1,0,0,0,23,1,hs,1,75 to 100K,0,NA
1.75,0,0,0,0,1,33,0,below hs,0,20 to 40K,0,NA
2.375,0,1,0,0,0,33,1,college and above,1,40 to 75K,0,NA
1.875,0,1,0,0,0,31,1,some college,1,40 to 75K,0,NA
2.375,1,0,0,0,1,18,0,below hs,1,NA,0,NA
2.125,1,0,0,0,1,34,0,hs,1,NA,0,NA
1.75,0,0,0,0,1,35,1,some college,1,40 to 75K,3,NA
3.875,0,0,0,0,1,19,1,hs,0,0 to 20K,7,NA
2.25,1,0,0,0,1,26,1,some college,1,20 to 40K,1,NA
1,1,0,0,0,1,32,1,some college,0,40 to 75K,12,NA
2.125,1,1,0,0,0,25,1,college and above,1,20 to 40K,0,NA
2.375,1,1,0,0,0,20,1,some college,1,40 to 75K,0,NA
1.5,0,0,0,0,1,36,1,college and above,1,40 to 75K,0,NA
2.25,0,1,0,0,0,22,0,some college,1,NA,0,NA
1.5,0,0,0,0,1,35,0,college and above,1,40 to 75K,0,NA
1.125,0,0,0,0,1,23,0,hs,0,NA,6,NA
1.75,0,0,0,0,1,34,1,some college,1,20 to 40K,0,NA
2.375,1,0,0,0,1,23,1,below hs,1,NA,0,NA
1.5,0,1,0,0,0,26,1,college and above,1,40 to 75K,0,NA
2,1,0,0,0,1,31,1,some college,0,0 to 20K,7,NA
2,1,0,0,0,1,35,1,some college,1,0 to 20K,13,NA
1.25,0,1,0,0,0,27,0,hs,0,40 to 75K,0,NA
1.75,0,1,0,0,0,22,1,hs,1,NA,0,NA
1.625,1,0,0,0,1,25,1,some college,0,20 to 40K,1,NA
1.125,0,0,0,0,1,22,0,hs,0,20 to 40K,1,NA
2.125,1,0,0,0,1,39,1,hs,0,NA,12,NA
1.25,1,0,0,0,1,25,1,hs,1,0 to 20K,1,NA
1.25,0,0,0,0,1,37,1,some college,1,NA,2,NA
1.5,1,0,0,0,1,30,1,NA,0,0 to 20K,9,NA
1.875,0,0,0,0,1,38,1,some college,0,40 to 75K,12,NA
2,1,1,0,0,0,22,1,hs,1,0 to 20K,0,NA
2.375,0,0,0,0,1,31,1,some college,1,40 to 75K,0,NA
2.375,0,0,0,0,1,33,1,hs,0,40 to 75K,1,NA
1.5,0,1,0,0,0,21,0,hs,1,20 to 40K,0,NA
1.5,1,1,0,0,0,21,1,below hs,1,0 to 20K,0,NA
1.285714269,0,1,0,0,0,24,0,college and above,1,100 to 150K,0,NA
NA,NA,1,0,0,0,25,1,college and above,1,NA,0,NA
1.875,0,1,0,0,0,25,1,some college,0,NA,0,NA
2.125,1,0,0,1,0,18,1,NA,1,NA,33,0
3.375,1,1,0,0,0,24,1,hs,1,20 to 40K,0,NA
1.375,1,0,0,0,1,24,1,below hs,0,0 to 20K,2,NA
1.25,1,0,0,0,1,21,1,some college,1,NA,2,NA
2.75,0,0,0,0,1,37,1,hs,1,0 to 20K,1,NA
1.285714269,1,1,0,0,0,21,1,below hs,0,20 to 40K,0,NA
2.875,1,0,0,0,1,24,1,NA,0,0 to 20K,7,NA
1,1,0,0,0,1,29,0,hs,0,0 to 20K,0,NA
1.375,0,1,0,0,0,23,1,some college,1,150 to 200K,0,NA
3.375,1,0,0,0,1,21,1,NA,0,0 to 20K,0,NA
1.25,1,0,0,0,1,30,0,hs,0,0 to 20K,3,NA
2.285714388,1,0,0,0,1,34,1,below hs,1,20 to 40K,0,NA
1.25,0,1,0,0,0,30,1,some college,1,40 to 75K,0,NA
2.125,NA,0,0,0,1,21,1,below hs,1,0 to 20K,0,NA
1.75,0,1,0,0,0,36,1,some college,1,40 to 75K,0,NA
4,1,0,0,0,1,33,1,some college,0,NA,0,NA
1.857142806,1,0,0,0,1,38,1,below hs,0,20 to 40K,6,NA
2.75,0,1,0,0,0,32,1,hs,0,75 to 100K,0,NA
2,0,1,0,0,0,35,1,hs,0,40 to 75K,0,NA
3.125,0,0,0,0,1,27,0,college and above,1,40 to 75K,1,NA
2.625,1,0,1,0,0,25,0,NA,0,NA,12,0
2.571428537,1,0,0,0,1,26,1,NA,0,NA,4,NA
2.5,0,0,0,0,1,38,1,below hs,0,20 to 40K,0,NA
2,0,0,0,0,1,29,0,hs,1,20 to 40K,2,NA
2.375,1,0,1,0,0,22,1,hs,1,40 to 75K,1,0
3.75,0,0,0,0,1,38,1,hs,1,NA,0,NA
1.625,0,1,0,0,0,35,0,college and above,1,20 to 40K,0,NA
1.625,0,0,0,0,1,21,1,hs,0,0 to 20K,3,NA
3,0,0,0,0,1,38,1,hs,1,0 to 20K,6,NA
2.25,1,0,0,0,1,23,0,NA,1,20 to 40K,10,NA
2.125,0,0,0,0,1,34,0,hs,0,40 to 75K,1,NA
2.75,1,1,0,0,0,24,1,below hs,1,0 to 20K,0,NA
1.375,1,0,0,0,1,27,1,below hs,0,20 to 40K,0,NA
1.75,0,1,0,0,0,35,1,some college,0,100 to 150K,0,NA
2.375,0,1,0,0,0,21,1,below hs,0,20 to 40K,0,NA
2.125,0,1,0,0,0,39,1,college and above,1,40 to 75K,0,NA
1.875,0,0,0,0,1,35,1,hs,1,20 to 40K,3,NA
1.5,0,1,0,0,0,31,1,college and above,1,40 to 75K,0,NA
1.75,0,1,0,0,0,24,1,college and above,1,40 to 75K,0,NA
2.125,1,0,0,0,1,24,1,below hs,0,20 to 40K,0,NA
1.25,0,1,0,0,0,30,1,college and above,1,100 to 150K,0,NA
2.125,0,1,0,0,0,23,1,some college,1,40 to 75K,0,NA
1.125,0,0,0,0,1,29,1,college and above,1,75 to 100K,0,NA
1.375,1,0,0,0,1,18,1,hs,1,NA,2,NA
1.125,0,0,0,0,1,39,1,below hs,0,NA,0,NA
NA,NA,0,0,0,1,27,1,NA,1,NA,0,NA
2.375,0,0,0,0,1,31,1,college and above,0,75 to 100K,0,NA
1.375,1,1,0,0,0,18,1,hs,1,40 to 75K,0,NA
1,0,0,0,0,1,38,1,college and above,0,NA,3,NA
2.428571463,1,0,0,0,1,20,1,NA,0,0 to 20K,5,NA
1.125,0,1,0,0,0,21,1,college and above,1,NA,0,NA
1.5,1,0,0,0,1,39,0,below hs,1,20 to 40K,0,NA
2.125,1,1,0,0,0,27,1,some college,1,100 to 150K,0,NA
1.625,1,0,0,0,1,39,1,hs,1,0 to 20K,3,NA
1.25,0,1,0,0,0,22,1,hs,0,40 to 75K,0,NA
2.375,1,0,0,0,1,27,1,some college,1,100 to 150K,10,NA
3,0,0,0,0,1,34,0,below hs,1,0 to 20K,0,NA
1.5,1,1,0,0,0,22,1,some college,0,20 to 40K,0,NA
2.25,1,0,0,0,1,23,1,NA,1,NA,5,NA
1.125,1,1,0,0,0,20,1,hs,0,40 to 75K,0,NA
2.375,0,0,0,0,1,25,1,some college,1,20 to 40K,4,NA
2.625,1,0,0,0,1,21,0,NA,1,0 to 20K,8,NA
2,0,0,0,0,1,24,0,some college,0,100 to 150K,4,NA
1.875,NA,0,0,0,1,19,1,hs,0,20 to 40K,2,NA
3,1,1,0,0,0,20,1,college and above,1,100 to 150K,0,NA
1.375,0,0,0,0,1,25,0,hs,1,40 to 75K,3,NA
1.75,1,1,0,0,0,28,1,hs,0,0 to 20K,0,NA
2.625,1,0,0,0,1,22,0,hs,1,75 to 100K,0,NA
2.5,0,1,0,0,0,28,1,hs,0,20 to 40K,0,NA
1.25,0,1,0,0,0,22,0,college and above,0,NA,0,NA
1.5,0,0,0,0,1,29,0,some college,0,0 to 20K,0,NA
2.125,0,1,0,0,0,36,1,college and above,1,40 to 75K,0,NA
2.25,0,1,0,0,0,19,0,below hs,0,NA,0,NA
1.25,0,1,0,0,0,39,1,hs,1,40 to 75K,0,NA
2.375,1,0,0,0,1,21,1,some college,1,0 to 20K,5,NA
1.625,0,1,0,0,0,19,0,college and above,0,NA,0,NA
1.625,1,1,0,0,0,23,0,below hs,0,20 to 40K,0,NA
1.625,1,0,0,0,1,22,1,hs,0,0 to 20K,6,NA
1.5,0,0,0,0,1,36,1,some college,1,NA,0,NA
2.375,0,1,0,0,0,30,1,hs,1,40 to 75K,0,NA
1.625,1,0,0,0,1,38,0,some college,0,0 to 20K,0,NA
2.25,0,1,0,0,0,23,1,college and above,1,75 to 100K,0,NA
2.599999905,1,0,0,0,1,22,0,college and above,1,40 to 75K,0,NA
1.5,1,0,0,0,1,24,0,NA,1,40 to 75K,0,NA
1.75,1,0,0,0,1,38,1,below hs,0,20 to 40K,6,NA
2.125,1,1,0,0,0,23,0,hs,0,0 to 20K,0,NA
1.375,1,0,0,0,1,24,0,hs,0,40 to 75K,1,NA
1.75,0,1,0,0,0,19,0,hs,1,75 to 100K,0,NA
3.25,1,0,1,0,0,18,1,below hs,1,75 to 100K,8,0
2.125,1,0,0,1,0,29,0,some college,0,40 to 75K,6,2
2.125,0,1,0,0,0,25,0,hs,1,100 to 150K,0,NA
1.5,0,0,0,0,1,22,1,some college,1,100 to 150K,0,NA
2.25,0,1,0,0,0,26,0,hs,1,NA,0,NA
1,1,1,0,0,0,25,0,college and above,1,20 to 40K,0,NA
1.125,0,1,0,0,0,29,1,college and above,1,40 to 75K,0,NA
2.125,1,0,0,0,1,20,1,hs,0,0 to 20K,0,NA
1.125,0,0,0,0,1,36,0,college and above,0,20 to 40K,0,NA
NA,NA,0,0,0,1,21,1,NA,0,NA,0,NA
1.75,1,0,0,0,1,26,0,hs,1,75 to 100K,3,NA
2.375,0,0,1,0,0,30,0,hs,1,0 to 20K,4,0
1.75,0,0,0,0,1,29,0,hs,1,40 to 75K,0,NA
1.75,1,0,1,0,0,33,0,hs,0,0 to 20K,8,4
1.625,0,1,0,0,0,19,1,hs,1,40 to 75K,0,NA
2.25,0,1,0,0,0,20,1,hs,1,75 to 100K,0,NA
1.75,0,0,0,0,1,39,1,some college,0,40 to 75K,5,NA
3.5,0,0,0,0,1,20,1,below hs,1,20 to 40K,4,NA
2.25,0,1,0,0,0,21,0,below hs,0,NA,0,NA
1.125,0,1,0,0,0,31,1,college and above,1,Above 200K,0,NA
2.5,1,0,0,0,1,37,1,hs,1,0 to 20K,7,NA
1.375,0,1,0,0,0,22,0,some college,1,NA,0,NA
2.375,0,0,0,0,1,31,1,hs,1,NA,2,NA
1.25,0,1,0,0,0,37,1,hs,1,75 to 100K,0,NA
1.75,0,0,0,0,1,36,0,some college,1,40 to 75K,0,NA
2.375,0,1,0,0,0,23,1,hs,1,NA,0,NA
2,0,0,1,0,0,25,1,college and above,1,20 to 40K,15,0
1.875,0,1,0,0,0,24,0,college and above,1,NA,0,NA
1,0,0,0,0,1,27,0,college and above,1,150 to 200K,0,NA
1.142857194,1,0,0,0,1,19,1,some college,1,40 to 75K,0,NA
NA,NA,1,0,0,0,20,1,NA,0,NA,0,NA
2,0,1,0,0,0,27,0,some college,0,40 to 75K,0,NA
2.5,0,0,0,0,1,24,1,college and above,1,40 to 75K,0,NA
NA,NA,0,0,0,1,29,1,NA,0,NA,0,NA
1.5,0,0,0,0,1,19,1,below hs,0,20 to 40K,0,NA
1.5,1,0,0,0,1,24,1,below hs,1,NA,2,NA
1.25,0,1,0,0,0,31,0,hs,1,20 to 40K,0,NA
1.25,0,1,0,0,0,23,0,some college,1,40 to 75K,0,NA
2.125,1,0,0,0,1,25,1,NA,0,0 to 20K,8,NA
2.5,0,0,0,0,1,24,1,some college,1,NA,3,NA
3.375,1,0,0,0,1,34,0,NA,1,0 to 20K,25,NA
1.5,0,1,0,0,0,32,0,NA,1,75 to 100K,0,NA
2.75,0,0,0,0,1,22,1,college and above,1,40 to 75K,0,NA
3.125,0,1,0,0,0,31,1,some college,1,20 to 40K,0,NA
1.875,0,1,0,0,0,29,1,some college,1,NA,0,NA
2,0,1,0,0,0,35,1,hs,1,150 to 200K,0,NA
1.5,0,0,0,0,1,33,0,college and above,1,75 to 100K,2,NA
1.125,0,1,0,0,0,18,1,college and above,1,40 to 75K,0,NA
1.75,0,0,0,0,1,30,1,college and above,1,0 to 20K,5,NA
2.25,0,0,0,0,1,20,1,hs,0,NA,3,NA
1.5,0,1,0,0,0,28,0,college and above,1,NA,0,NA
1,0,1,0,0,0,35,1,some college,1,100 to 150K,0,NA
2.75,1,0,0,0,1,32,0,hs,0,Above 200K,5,NA
3.125,1,0,0,0,1,24,1,college and above,1,20 to 40K,5,NA
1.25,0,0,0,0,1,21,0,some college,0,0 to 20K,2,NA
2.375,1,0,0,0,1,23,1,below hs,1,0 to 20K,5,NA
1.25,0,0,0,0,1,38,1,NA,1,20 to 40K,10,NA
1.75,0,0,0,0,1,39,1,below hs,1,0 to 20K,0,NA
1.375,1,0,0,0,1,26,1,below hs,0,0 to 20K,2,NA
1.375,0,0,0,0,1,30,1,some college,1,75 to 100K,0,NA
2.125,1,0,0,0,1,20,1,some college,0,20 to 40K,1,NA
1,1,0,0,0,1,35,1,some college,0,NA,12,NA
2.25,0,0,0,0,1,38,1,some college,1,NA,6,NA
1.375,0,1,0,0,0,28,1,some college,1,150 to 200K,0,NA
2.200000048,1,0,0,0,1,21,1,some college,0,0 to 20K,2,NA
3,0,1,0,0,0,39,1,some college,1,0 to 20K,0,NA
1.625,0,1,0,0,0,19,0,below hs,0,20 to 40K,0,NA
2.875,0,0,0,0,1,26,0,NA,0,40 to 75K,4,NA
3,1,1,0,0,0,22,0,hs,1,0 to 20K,0,NA
1.5,0,1,0,0,0,35,1,some college,0,40 to 75K,0,NA
2.125,0,0,0,0,1,25,1,below hs,0,20 to 40K,0,NA
1.125,1,0,0,0,1,24,1,some college,0,NA,13,NA
3.25,0,1,0,0,0,20,1,some college,1,20 to 40K,0,NA
1,0,1,0,0,0,35,0,hs,1,20 to 40K,0,NA
1.5,0,1,0,0,0,32,1,college and above,1,75 to 100K,0,NA
2.375,0,1,0,0,0,35,1,hs,1,40 to 75K,0,NA
2.125,1,0,0,0,1,23,1,below hs,1,75 to 100K,8,NA
3.125,1,1,0,0,0,39,1,hs,0,0 to 20K,0,NA
1.125,0,0,0,0,1,30,1,below hs,0,NA,4,NA
2.125,0,1,0,0,0,19,0,some college,0,40 to 75K,0,NA
3,0,1,0,0,0,37,0,college and above,1,100 to 150K,0,NA
2.375,0,1,0,0,0,26,1,college and above,0,75 to 100K,0,NA
1.875,0,0,0,0,1,21,0,some college,1,20 to 40K,1,NA
1.5,0,1,0,0,0,36,1,hs,1,40 to 75K,0,NA
1.125,0,0,0,0,1,21,1,some college,1,0 to 20K,14,NA
2,0,0,0,0,1,39,0,college and above,0,40 to 75K,7,NA
1.625,0,1,0,0,0,32,0,some college,1,40 to 75K,0,NA
2.375,0,0,0,0,1,21,0,some college,0,NA,0,NA
1.625,0,0,0,0,1,26,0,hs,1,40 to 75K,6,NA
1.625,0,0,0,0,1,34,0,college and above,0,40 to 75K,0,NA
2.125,NA,0,0,0,1,36,1,below hs,0,0 to 20K,2,NA
2.125,0,1,0,0,0,22,1,hs,0,20 to 40K,0,NA
1.25,0,0,0,0,1,39,1,some college,0,40 to 75K,8,NA
1.5,1,1,0,0,0,23,1,hs,1,40 to 75K,0,NA
2.75,1,0,0,0,1,28,1,some college,1,0 to 20K,4,NA
2.125,0,0,0,0,1,39,0,NA,0,150 to 200K,0,NA
1.25,1,1,0,0,0,30,1,college and above,1,40 to 75K,0,NA
2.428571463,1,0,1,0,0,19,1,NA,0,NA,18,0
2.125,0,1,0,0,0,31,0,below hs,0,NA,0,NA
3.75,0,1,0,0,0,37,0,college and above,1,0 to 20K,0,NA
1.75,0,0,0,0,1,27,0,some college,1,NA,0,NA
1.375,0,1,0,0,0,19,1,some college,1,20 to 40K,0,NA
2.25,0,0,0,0,1,23,1,college and above,0,75 to 100K,2,NA
2.375,1,0,0,0,1,30,1,hs,0,0 to 20K,0,NA
1.125,0,0,0,0,1,34,1,some college,0,40 to 75K,4,NA
2.625,0,1,0,0,0,23,1,college and above,1,NA,0,NA
1,1,0,0,0,1,22,1,some college,1,0 to 20K,4,NA
1.75,0,0,0,0,1,36,1,hs,1,0 to 20K,0,NA
2,0,0,0,0,1,33,0,hs,0,20 to 40K,0,NA
3.25,1,0,0,0,1,27,1,below hs,1,20 to 40K,0,NA
1.625,0,0,0,0,1,23,1,below hs,1,100 to 150K,19,NA
2.25,1,0,0,0,1,38,1,college and above,0,20 to 40K,2,NA
1.5,0,1,0,0,0,19,0,some college,1,40 to 75K,0,NA
1.5,0,0,0,0,1,38,0,some college,0,NA,2,NA
1.875,0,0,0,0,1,33,1,hs,1,NA,5,NA
1.75,0,0,0,0,1,35,1,below hs,0,40 to 75K,0,NA
2,0,0,0,0,1,39,1,college and above,0,20 to 40K,1,NA
1.125,0,1,0,0,0,38,0,college and above,1,40 to 75K,0,NA
2.625,0,0,0,0,1,20,1,NA,0,20 to 40K,5,NA
2.5,1,1,0,0,0,22,1,hs,1,20 to 40K,0,NA
1.25,1,1,0,0,0,23,1,some college,0,20 to 40K,0,NA
2.375,1,0,0,0,1,30,0,hs,1,40 to 75K,3,NA
2,1,1,0,0,0,27,0,some college,1,40 to 75K,0,NA
2.125,0,0,0,0,1,24,0,below hs,0,NA,3,NA
1,0,0,0,0,1,24,0,college and above,0,40 to 75K,3,NA
2.875,1,0,0,0,1,22,1,hs,1,0 to 20K,1,NA
2.375,NA,1,0,0,0,21,0,below hs,0,40 to 75K,0,NA
1.125,0,0,0,0,1,39,0,below hs,1,NA,0,NA
2.5,0,0,0,0,1,19,0,college and above,0,NA,2,NA
3.375,0,1,0,0,0,28,0,below hs,0,20 to 40K,0,NA
3.125,0,0,0,0,1,24,1,some college,1,NA,3,NA
NA,NA,1,0,0,0,33,1,hs,1,20 to 40K,0,NA
1.875,0,1,0,0,0,31,1,hs,0,NA,0,NA
2.625,0,1,0,0,0,20,1,below hs,0,NA,0,NA
1.625,0,0,0,0,1,21,0,some college,0,20 to 40K,7,NA
NA,0,1,0,0,0,34,0,hs,1,NA,0,NA
1.625,0,1,0,0,0,22,0,some college,1,Above 200K,0,NA
1.125,0,1,0,0,0,19,1,college and above,1,20 to 40K,0,NA
1.5,0,1,0,0,0,38,0,some college,0,75 to 100K,0,NA
1.375,1,1,0,0,0,34,1,some college,0,40 to 75K,0,NA
2.5,0,1,0,0,0,25,1,some college,1,40 to 75K,0,NA
2.875,1,0,0,0,1,33,1,below hs,0,20 to 40K,4,NA
3.375,0,1,0,0,0,19,0,some college,0,NA,0,NA
2,0,0,0,0,1,22,1,below hs,0,20 to 40K,0,NA
2.375,0,0,0,0,1,32,0,hs,1,NA,0,NA
1.625,0,0,0,0,1,39,0,hs,1,20 to 40K,3,NA
1.875,1,0,0,0,1,22,1,hs,0,20 to 40K,11,NA
1.625,0,1,0,0,0,25,1,college and above,1,40 to 75K,0,NA
1.25,0,1,0,0,0,29,0,hs,1,NA,0,NA
1.375,0,1,0,0,0,36,0,college and above,1,75 to 100K,0,NA
1.25,0,1,0,0,0,33,1,college and above,1,40 to 75K,0,NA
1.714285731,1,1,0,0,0,37,0,below hs,0,0 to 20K,0,NA
2.375,0,1,0,0,0,23,0,college and above,1,40 to 75K,0,NA
2,0,0,0,0,1,33,1,college and above,1,40 to 75K,0,NA
2.625,0,0,0,0,1,23,1,some college,1,40 to 75K,6,NA
1.25,0,1,0,0,0,21,0,below hs,0,40 to 75K,0,NA
3.125,0,1,0,0,0,23,0,some college,1,20 to 40K,0,NA
1.25,0,1,0,0,0,34,1,college and above,1,75 to 100K,0,NA
2.875,0,1,0,0,0,24,1,hs,1,100 to 150K,0,NA
1.75,0,1,0,0,0,31,1,some college,1,20 to 40K,0,NA
3.25,1,0,0,0,1,22,1,NA,1,NA,2,NA
1.75,0,1,0,0,0,30,1,college and above,1,150 to 200K,0,NA
2.375,0,1,0,0,0,21,1,some college,1,100 to 150K,0,NA
1.25,0,1,0,0,0,21,1,below hs,0,20 to 40K,0,NA
1,0,0,0,0,1,35,0,hs,1,NA,0,NA
1.125,0,0,0,0,1,20,0,college and above,1,NA,1,NA
1.375,1,0,0,0,1,22,1,hs,1,20 to 40K,10,NA
1.625,0,0,0,0,1,24,1,some college,0,0 to 20K,8,NA
4,0,1,0,0,0,26,1,hs,1,20 to 40K,0,NA
2.75,0,0,0,0,1,36,1,hs,0,NA,9,NA
1.625,0,0,0,0,1,26,1,some college,1,40 to 75K,0,NA
1.5,0,0,0,0,1,34,1,hs,1,150 to 200K,2,NA
1.5,0,0,0,0,1,31,0,some college,1,20 to 40K,5,NA
3,0,1,0,0,0,32,1,below hs,0,0 to 20K,0,NA
1.375,0,1,0,0,0,28,1,hs,1,40 to 75K,0,NA
3.625,0,0,0,0,1,23,0,hs,1,0 to 20K,7,NA
1.375,0,0,0,0,1,30,1,hs,1,40 to 75K,2,NA
1.375,0,0,0,0,1,24,1,hs,1,NA,2,NA
2,0,1,0,0,0,37,1,below hs,0,40 to 75K,0,NA
1.875,0,0,0,0,1,39,1,hs,0,40 to 75K,0,NA
2.375,0,1,0,0,0,35,0,hs,1,20 to 40K,0,NA
2.428571463,0,0,0,0,1,35,1,below hs,0,NA,0,NA
1.625,1,1,0,0,0,35,1,hs,0,20 to 40K,0,NA
2.625,0,1,0,0,0,26,0,some college,1,40 to 75K,0,NA
1.5,0,0,0,0,1,38,1,college and above,1,40 to 75K,1,NA
1.375,0,1,0,0,0,23,0,college and above,0,40 to 75K,0,NA
1.5,0,1,0,0,0,20,0,college and above,1,40 to 75K,0,NA
1.714285731,1,0,0,0,1,24,1,hs,1,0 to 20K,5,NA
3.125,0,1,0,0,0,29,1,college and above,1,100 to 150K,0,NA
2.375,0,0,0,0,1,20,1,some college,1,20 to 40K,7,NA
